,id,state,gender,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,target_d
872,132131,CO,F,613,129,207,168,244,8382,14.875,25
873,180175,WA,F,938,297,319,344,379,15721,14.07142857,20
874,85931,SD,U,246,256,269,276,297,9572,6.111111111,6
875,147305,CA,M,2741,618,609,586,558,21986,12.4,15
876,122404,TX,F,546,201,244,270,319,10633,10,25
877,27670,GA,M,894,423,481,452,509,19549,11.5,25
878,17791,NC,feamale,969,515,562,544,596,22008,25,25
879,113728,OK,M,493,244,305,273,337,12105,15,15
880,51846,TN,F,386,177,231,220,251,8524,15,25
881,51528,TN,F,472,257,303,284,337,13332,6.071428571,5
882,155642,CA,U,1034,176,249,222,295,10176,9,12
883,99497,MO,M,834,383,409,382,413,12532,8.214285714,5
884,95240,IL,M,604,344,385,339,391,12452,10.71875,11
885,126639,TX,M,588,237,272,292,329,11033,7.4,8
886,15965,NC,M,429,232,259,253,286,9832,3.6875,5
887,114321,OK,M,737,397,420,420,456,14451,15,25
888,132567,WY,F,985,413,453,449,478,16809,15.33333333,20
889,78312,WI,male,565,332,406,370,383,15523,10.55555556,15
890,188078,SC,M,1083,450,502,506,557,18815,11.125,10
891,102398,MO,F,442,213,210,274,259,14114,5.166666667,12
892,45116,FL,M,1642,522,551,611,651,28264,4.913043478,5
893,155921,CA,M,1483,306,333,382,416,17874,14.07692308,25
894,77196,WI,F,940,428,465,452,495,16556,15,25
895,10893,CA,F,2012,225,316,294,374,16165,15.66666667,20
896,19621,NC,feamale,517,123,180,194,231,7025,12,21
897,149653,CA,F,1773,292,306,346,367,12551,15,10
898,159750,CA,M,946,382,436,465,524,18560,6,9
899,136269,AZ,feamale,1149,563,566,598,606,18764,8.555555556,15
900,108029,LA,M,729,407,444,448,483,13568,4.875,5
901,10719,WA,F,2375,327,358,331,377,16653,11.55555556,19
902,156572,CA,M,3092,578,644,641,720,25768,17.33333333,25
903,152737,CA,M,2312,456,516,531,589,21372,8.941176471,7
904,94307,IL,F,1063,269,322,304,393,13817,9.173913044,15
906,108919,LA,F,629,210,277,279,327,11405,9.5,15
907,4055,TX,M,1247,555,617,672,718,28285,10.15384615,10
908,175907,OR,F,807,351,388,377,420,16532,9.529411765,15
909,13188,IN,F,679,236,247,304,328,6997,47.18181818,100
910,35181,FL,M,1395,471,509,580,642,28892,20.875,25
911,53127,TN,M,576,216,319,295,339,17149,17.625,30
912,88056,IL,F,1355,496,567,593,670,27692,3.8,5
913,145944,CA,F,2679,445,470,535,572,20693,6.583333333,13
914,86640,ND,F,553,340,399,355,395,13167,6.862068966,13
915,99673,MO,F,638,470,483,488,521,15490,9.5,22
916,96000,IL,M,359,88,218,159,329,10543,3.583333333,10
917,170256,CA,F,1246,264,296,339,362,11851,7.5,10
918,20821,NC,M,631,286,324,333,373,13818,12.21428571,10
919,189715,CA,F,5708,504,708,575,854,36020,16.25,25
920,183898,WA,J,429,266,302,310,343,12534,5.5,3
921,155157,CA,F,955,329,332,346,359,10736,12.33333333,12
922,137134,AZ,M,810,320,354,368,393,18361,9.090909091,10
924,182286,WA,male,699,262,208,301,299,12872,15,20
925,138804,AZ,feamale,1239,348,365,399,428,14561,9.444444444,10
926,100569,MO,M,2241,584,822,716,904,29643,15,15
927,9287,CA,M,1432,420,423,453,461,14210,7.2,8
928,104108,MO,F,609,263,357,301,355,13005,11.78947368,11
929,1357,MI,F,889,328,368,391,431,13456,10.66666667,15
930,10784,WA,male,791,565,563,566,571,20238,4.407407407,10
931,140049,NM,F,629,170,197,214,243,7822,9.857142857,20
932,170489,CA,F,2128,470,472,559,567,16285,20,20
933,184289,WA,F,645,359,376,360,381,11050,7.666666667,10
934,36353,FL,F,1344,335,403,377,446,22233,9.5,17
935,97689,IL,M,821,334,371,390,431,15694,10,10
936,133229,ID,M,681,382,396,406,445,16011,12,25
937,51845,TN,F,386,177,231,220,251,8524,8.444444444,18
938,111485,AR,M,361,145,182,199,233,8563,29.57142857,30
939,75331,IA,F,583,310,371,385,452,17243,8.5,25
941,88802,IL,M,1711,479,542,629,683,26817,13,25
942,183702,WA,F,700,322,415,356,446,14360,11.33333333,10
943,175535,OR,M,904,339,446,442,510,20426,10.6,20
944,35325,FL,M,833,277,350,329,387,14317,12.14285714,30
945,181655,WA,male,957,418,417,423,438,14668,15.0625,50
946,95582,IL,F,607,279,371,346,442,19317,15,21
947,14394,TX,M,631,273,278,288,294,8650,25,10
948,81823,WI,male,470,234,355,271,365,12277,25,45
949,143470,CA,M,4112,562,798,725,841,34677,15.14285714,17
950,77048,IA,F,342,209,214,241,261,10728,7,7
951,20962,NC,M,668,296,308,317,337,11490,15,15
952,58725,KY,M,313,142,165,210,251,9665,15,15
953,124104,TX,M,427,455,464,538,580,18517,15.25,23
954,65136,MI,F,886,490,536,570,606,17633,42.5,20
955,132558,WY,male,1034,511,511,656,610,30595,15,15
956,82248,MN,M,480,157,184,214,246,9020,5.916666667,8
957,38944,FL,M,809,303,319,342,361,11303,16.33333333,25
958,47111,AL,Male,453,219,264,263,299,9654,3.782608696,5
959,165620,CA,U,1609,346,435,404,435,16568,3.152173913,4
960,59561,IN,M,438,275,324,282,304,10632,8.2,9
961,27423,GA,F,442,218,253,257,286,9399,9.166666667,5
962,13484,FL,M,1034,488,524,515,555,19446,15,11
963,133491,ID,M,679,298,327,332,360,10779,46.33333333,100
964,63000,IN,F,351,192,214,212,235,8757,20,25
965,187284,IA,F,614,222,317,305,363,13840,8.666666667,10
966,131423,CO,M,881,327,332,375,382,12204,14.8,25
967,22942,SC,F,616,324,334,348,361,15746,8.5,9
968,85579,MN,F,522,227,292,294,347,12849,20,20
969,3009,CA,F,1184,324,341,352,368,13817,9.875,20
971,187722,MI,M,1348,662,712,752,788,30766,6.2,7
972,15566,NC,feamale,683,343,398,377,441,15482,7.214285714,10
973,84745,MN,F,604,318,338,356,376,12097,6.590909091,7
974,78172,WI,F,1167,558,576,597,626,19797,15,25
975,186334,IN,M,836,222,431,347,442,16007,8.947368421,10
976,170767,CA,F,1349,370,418,436,480,23716,12.5,15
977,149152,CA,M,4507,842,1004,893,962,54642,20,20
978,959,IA,F,586,349,413,404,465,15304,7.3,10
979,179563,WA,male,842,420,419,476,494,12894,16.4,23
980,41243,FL,F,556,246,277,292,330,10272,9.818181818,12
981,160500,CA,M,1467,311,323,356,392,15108,7.333333333,5
982,77605,WI,male,1304,465,484,595,609,23455,10,15
983,190064,Tennessee,F,340,149,151,173,188,6842,10,20
984,138758,AZ,feamale,616,403,423,406,443,14174,14.8,20
985,8531,MI,M,497,275,296,343,369,12368,6.368421053,10
986,27846,GA,F,1149,420,460,469,509,17492,23.33333333,200
987,22782,SC,M,514,205,224,226,238,8533,10,10
988,66223,MI,M,870,319,345,357,398,15849,9.571428571,10
989,189616,CA,M,2680,314,506,402,517,20665,20,35
990,79649,WI,F,556,259,275,268,258,12721,10.33333333,15
991,138999,AZ,feamale,624,284,326,324,355,12121,8.434782609,10
993,43020,FL,F,736,262,293,321,347,12780,15,15
994,118862,TX,M,868,554,564,569,571,21200,8.5,12
995,30104,GA,M,364,246,307,287,325,9720,8.833333333,15
996,154614,CA,F,1709,511,518,527,537,15138,15,20
997,57151,KY,F,875,311,326,326,326,7746,15.9,26
998,71425,MI,M,713,300,313,323,364,16833,6,7
1001,41384,FL,F,556,318,358,320,352,11779,9.428571429,12
0,190579,CA,M,3200,310,311,333,343,17224,3.106060606,4
1,42997,FL,F,1567,392,391,434,409,18631,6.5625,7
2,132896,OR,F,953,319,379,387,455,15729,15.57142857,25
3,120189,TX,M,492,244,260,284,301,10818,19.375,25
4,138829,AZ,feamale,847,185,238,225,308,11582,11.5,25
5,167462,CA,M,2645,644,655,682,697,20782,8.75,15
6,160401,CA,F,1952,335,365,367,398,15290,13,13
7,174934,OR,F,1305,391,456,448,471,19716,7,5
8,2020,CA,F,3556,735,701,838,805,34382,7.35,7
9,74235,MI,M,473,327,338,348,363,12580,13.5,26
10,167039,CA,F,3201,497,552,539,591,19656,5,5
11,165509,CA,M,2213,447,447,491,491,16702,4.95,10
12,151653,CA,F,1455,376,417,393,426,14860,6.35,10
13,100132,MO,F,393,216,258,258,301,10107,10,15
14,161726,CA,F,2453,438,451,436,475,15707,5.8125,7
15,125986,TX,M,533,246,276,287,308,10096,13.375,17
16,185394,MI,F,647,285,317,300,338,12910,8.916666667,5
17,43799,FL,F,1044,366,318,458,499,22427,13.16666667,20
18,185464,KY,M,702,308,348,337,397,14670,11.11111111,15
19,125325,TX,M,852,516,540,535,556,16206,14.62347826,20
20,112679,OK,M,1045,528,538,604,618,19402,15,20
21,2415,CA,F,5501,817,924,870,958,41734,17.5,25
22,166866,CA,F,3921,754,804,799,835,33998,10,12.5
23,4211,TX,F,919,425,562,558,697,25784,17.92307692,25
24,182395,WA,F,755,210,315,244,313,11983,16.5,10
25,188178,NV,F,1383,410,464,499,562,22875,7,8
26,147835,CA,F,3694,421,611,601,666,28021,32.22222222,20
27,5532,MD,M,1690,598,655,653,700,24959,9.928571429,15
28,128857,TX,M,438,213,213,265,264,7722,26,15
29,40058,FL,F,1187,400,448,438,469,21608,11.66666667,25
30,179377,WA,F,1617,398,414,457,490,14123,7.5,10
31,166207,CA,M,1367,342,329,359,355,14197,6.75,9
32,124227,TX,U,267,121,72,169,94,4567,13.875,25
33,7173,TN,F,854,321,389,372,427,16171,17.73333333,32
34,85152,MN,M,493,244,311,314,395,12517,12.5,10
35,32807,FL,M,700,327,360,355,375,11551,5.444444444,5
36,268,FL,F,1765,327,465,442,562,27674,22.38095238,33
37,109514,LA,M,0,0,0,0,0,0,5.666666667,6
38,181644,WA,F,929,327,369,314,352,12995,8.5,12
39,62585,NC,feamale,581,231,267,288,332,11794,14,25
40,163354,CA,F,4313,748,783,752,811,27850,11.85714286,10
41,98672,IL,M,470,274,313,282,337,11192,4.2,5
42,190614,CO,F,1159,572,557,574,561,17337,6.230769231,3
43,155607,CA,F,3152,853,891,908,950,35415,34,38
44,161804,CA,M,1137,348,362,425,444,11621,9,5
45,11348,FL,M,912,313,370,379,442,18554,12.16666667,5
46,111380,AR,M,332,219,257,261,296,9763,7.133333333,10
47,86578,ND,M,247,195,220,231,259,8189,5.5,15
48,157904,CA,F,2190,611,655,669,709,23641,6.5,6
49,140924,NV,M,1117,461,461,461,450,16614,6.428571429,7
50,32972,FL,F,814,268,282,298,312,10427,10.4,12
51,149541,CA,F,1814,328,418,380,410,10846,10.66666667,10
52,182604,WA,F,403,195,288,237,365,11859,20,15
53,103876,MO,F,613,264,323,300,357,12334,10.66666667,20
54,65999,MI,M,2712,1022,1144,989,1079,49631,18.42857143,25
55,104394,KS,F,958,467,499,525,582,18211,7.6,10
56,117524,TN,F,1129,332,445,429,537,22706,20.83333333,25
57,147904,CA,F,4984,630,702,734,777,27747,12.14285714,50
58,105815,KS,M,452,270,300,297,324,11198,14.8,20
59,31778,FL,M,986,485,495,530,539,18013,20.11111111,25
60,112084,AR,M,655,215,247,267,305,12067,14.44,14
61,58850,KY,M,459,133,195,237,258,13898,3.52173913,6
62,185901,TX,M,674,317,402,458,553,19769,5.363636364,10
63,134566,UT,F,728,265,304,315,339,8896,10.35714286,10
64,185819,CA,M,4153,580,886,640,891,35520,12,13
65,3985,TX,F,348,197,223,239,265,7978,10.22692308,12
66,23321,SC,F,869,426,505,465,511,17534,7.25,10
67,158978,CA,M,1876,393,404,419,450,11692,10.83333333,15
68,14388,FL,M,865,341,387,392,432,15630,6.266666667,10
69,12779,CA,M,666,213,253,268,288,8943,8.166666667,10
70,39667,FL,M,809,358,389,411,446,16099,13.71428571,15
71,163731,CA,M,4763,502,534,551,609,24002,9.888888889,11
72,156457,CA,F,0,0,0,0,0,0,15,25
73,100369,MO,F,987,296,354,344,412,17097,28,28
74,46201,FL,M,2444,729,780,737,782,28668,15,15
75,118182,TX,M,503,213,255,262,292,9495,4.5,5
76,67,NM,F,1004,189,247,236,313,12667,5.05,5
77,116951,TX,F,1565,717,780,704,784,27276,6.1,6
78,160032,CA,F,872,294,307,343,356,12433,20.4,25
79,60694,IN,F,501,305,374,354,399,13073,20.77777778,25
80,80387,WI,F,331,154,237,217,273,10270,4.444444444,5
81,158143,CA,M,620,236,270,279,309,10406,12.36142857,16
82,25277,SC,M,747,369,457,396,488,18371,15,17
83,179454,WA,F,936,237,304,257,308,9875,9.5,20
84,145899,NC,feamale,1491,396,489,472,566,26286,14,20
85,183790,WA,F,756,333,372,391,430,14127,8.769230769,14
86,119538,TX,F,487,217,222,247,262,10468,9.888888889,16
87,24991,SC,M,651,310,345,337,382,12428,7.611111111,11
88,113501,OK,F,693,404,479,439,486,16698,5.125,5
89,185353,CA,F,1063,150,148,206,223,6871,3.035714286,3
90,72308,MI,F,609,403,424,422,466,14455,19.25,46
91,110519,LA,M,732,366,374,432,459,16287,10.70588235,17
92,124193,TX,U,439,268,301,307,341,10164,5.8,6
93,181526,WA,F,871,339,355,363,384,11889,9.5,13
94,2796,AK,Male,682,374,423,416,469,17213,15,25
95,67954,MI,F,313,159,256,220,274,7661,16.25,35
96,93809,IL,M,1059,334,513,392,528,17632,7.583333333,10
97,109520,LA,M,687,257,310,291,328,10271,9,15
98,76051,IA,M,397,248,270,296,313,10348,14.4,20
99,145521,CA,F,2516,595,649,641,691,22684,13.65517241,16
100,87533,MT,feamale,747,289,318,347,387,14744,11.625,5
101,82026,WI,F,506,270,323,326,346,12940,8.6,12
102,97055,IL,F,412,311,354,342,380,13227,9.333333333,22
103,74701,MI,F,360,206,239,233,267,9463,9.142857143,20
104,183374,WA,male,423,208,229,261,296,9445,4.380952381,10
105,28565,GA,F,745,304,275,353,342,14465,5.166666667,7
106,139628,NM,M,691,284,294,319,337,11852,17.16,20
107,113686,OK,J,657,358,366,357,366,10889,10,15
108,123862,TX,F,978,428,559,475,609,23102,4.333333333,3
109,151629,CA,F,1586,308,321,337,369,11913,9.5,15
110,5404,LA,U,587,291,302,317,331,10789,17.53846154,10
111,150516,CA,F,3304,567,614,629,669,21745,24.05882353,25
112,31911,VA,F,800,294,358,333,376,13480,4.285714286,5
113,2379,MI,M,1596,549,603,631,672,23345,10.875,10
114,151455,CA,F,2105,301,314,372,395,13279,15.33333333,20
115,90499,IL,F,1480,560,684,635,718,22088,7.617021277,10
116,177307,OR,F,585,216,266,255,292,10423,9.727272727,10
117,65423,MI,F,1033,488,611,565,651,22157,10.33333333,10
118,95800,IL,M,340,147,178,217,252,7173,10.2,20
119,91965,IL,F,1708,342,413,374,455,21795,12.6875,16
120,104721,KS,F,1419,694,698,766,777,25024,7.363636364,10
121,165177,CA,F,2698,563,593,572,599,18228,10.81818182,5
122,156929,CA,U,2688,306,367,418,449,24944,8.642857143,15
123,52549,TN,M,556,202,346,270,389,14382,13.11111111,30
124,51706,TN,M,972,193,278,281,318,8716,11.42857143,15
125,117969,TX,F,498,227,278,282,315,10907,7.454545455,9
126,2235,FL,M,878,285,331,349,410,16534,10.47058824,12
127,161023,CA,M,883,281,333,315,362,11791,14.85714286,20
128,139887,NM,F,670,231,287,282,290,9443,11.66666667,20
129,186212,NM,M,589,270,317,292,325,10889,8.588235294,7
130,162759,CA,F,2620,481,490,519,523,16047,14.42857143,18
131,95654,IL,M,677,426,466,442,489,18718,10.66666667,20
132,101774,MO,F,464,164,257,224,285,9685,8.222222222,8
133,21710,NC,M,600,257,308,292,349,12433,9.52631579,10
134,65565,MI,F,707,282,393,383,474,15832,4.176470588,10
135,171631,CA,F,1537,495,509,528,544,17689,11.19230769,10
136,24869,SC,F,682,366,464,421,498,14538,8,8
137,129846,SD,M,867,483,492,524,536,18757,12.5,11
138,150379,CA,F,1943,312,353,355,381,16083,20,20
139,36590,FL,M,1037,439,456,511,529,18050,10,10
140,59744,IN,F,595,284,317,333,406,13860,9,16
141,31893,IL,F,375,267,270,295,296,8354,20,20
142,46884,AL,F,397,229,329,336,386,13233,9.777777778,15
143,66745,MI,F,584,283,386,307,386,14843,15,5
144,10709,WA,F,534,206,231,248,272,9104,13.55555556,23
145,73984,MI,M,362,209,235,246,275,8558,9.722222222,10
146,27597,GA,M,991,493,506,532,548,17344,5.8,9
147,150587,CA,U,1805,398,394,441,447,14703,10.66666667,20
148,187191,GA,F,2639,436,594,584,764,35502,15,25
149,85357,MN,F,476,202,274,236,304,10581,10.73333333,15
150,156866,CA,M,3393,537,553,589,580,22083,20,25
151,164513,AE,F,0,0,0,0,0,0,12.5,50
152,163369,CA,F,2250,181,159,192,167,11346,6,6
153,551,TX,F,340,180,227,235,279,9343,15.33333333,20
154,18750,NC,female,482,302,328,396,462,15573,12.5,20
155,81277,WI,F,322,233,258,291,320,10317,15,25
156,128121,TX,F,655,406,432,430,481,16426,9,10
157,84199,MN,F,908,487,482,499,493,14526,5.090909091,5
158,183476,WA,F,718,471,508,497,541,18190,11.07692308,25
159,162994,CA,M,2750,252,332,302,392,19558,10.66666667,10
160,32040,GA,M,397,184,219,237,285,9831,9.333333333,20
161,65968,MI,M,1040,220,309,256,278,14610,7.9375,9
162,135896,Arizona,M,675,186,238,207,265,11355,6.111111111,2
163,46461,FL,M,719,381,398,389,410,13552,11.33333333,12
164,2396,FL,F,588,233,249,254,266,10309,8.333333333,5
165,93500,IL,F,1053,368,419,402,465,15176,8.333333333,10
166,90899,IL,F,419,279,295,296,303,7285,12,17
167,116542,TX,U,481,172,218,227,264,9264,15,20
168,29868,GA,F,803,397,407,432,441,15380,20,25
169,171521,CA,F,886,318,339,360,388,12332,5.222222222,6
170,18953,NC,female,1093,580,587,629,636,20815,7.333333333,11
171,102780,MO,F,257,148,264,194,273,10050,10.125,16
172,136372,Arizona,M,1453,419,426,486,497,24530,25,10
173,19581,NC,female,821,427,433,456,475,15937,6.654411765,25
174,121410,TX,M,931,416,636,543,725,29273,15,15
175,99736,MO,F,496,330,349,360,390,13546,5.571428571,20
176,54441,MS,female,463,181,231,227,258,8369,12.75,30
177,144735,CA,F,5649,750,828,801,888,37961,8.615384615,10
178,39257,FL,J,1093,364,424,392,441,15640,9.25,25
179,136716,Arizona,M,852,344,450,394,498,19967,12.5,25
180,145310,CA,F,3100,133,488,306,497,18262,18.33333333,20
181,40351,FL,F,1074,505,524,528,553,16470,28,30
182,43321,FL,F,1452,352,397,410,467,20619,25,25
183,14009,MI,F,813,246,263,297,313,11406,9.25,3
184,187517,TX,M,333,205,219,278,319,10286,16.42857143,25
185,22924,SC,F,536,261,296,278,307,8438,4.944444444,10
186,65124,MI,F,850,484,501,465,495,17174,8.230769231,5
187,98437,IL,F,443,268,347,320,380,12966,5.727272727,10
188,54369,MS,M,467,206,261,260,308,9725,6.666666667,6
189,155856,CA,F,1207,284,303,458,488,19872,7.25,10
190,107321,NE,M,490,250,299,288,345,11320,3.269230769,20
191,139500,NM,F,805,207,243,237,289,10226,8.266666667,20
192,108381,LA,M,638,220,243,255,291,11076,15.66666667,20
193,129653,CO,M,1208,571,594,616,660,20295,15,15
194,102795,MO,M,198,208,252,261,297,9961,15,10
195,178085,OR,M,443,204,218,232,267,9473,10.42857143,20
196,12819,MO,F,1284,410,539,532,642,24921,13.44444444,20
197,99543,MO,M,675,312,352,343,365,10538,5.785714286,15
198,65804,MI,F,668,272,369,311,391,17206,6.411764706,10
199,35947,FL,F,575,232,259,255,289,9634,7.666666667,14
200,152961,CA,F,2375,428,471,535,571,23387,20,8
201,161129,CA,F,1091,330,348,382,397,14093,11.95238095,20
202,177315,OR,M,1015,354,360,404,422,13340,8.25,15
203,104755,KS,M,1413,634,665,727,755,27583,8.285714286,16
204,147838,CA,F,3738,534,581,599,683,26455,16,20
205,182748,WA,male,849,281,327,327,380,14308,13.30769231,12
206,177238,OR,F,871,309,344,362,390,15151,9.55,12
207,191138,TX,F,571,300,333,336,366,10689,15,15
208,133932,WA,male,0,55,68,63,89,8170,4.555555556,5
209,120608,TX,F,375,182,207,208,232,8256,15,15
210,11562,CA,F,3435,490,546,560,614,26467,32.30769231,50
211,87541,WA,F,466,211,252,244,289,10094,5.625,5
212,1722,CA,M,1668,648,664,663,668,20187,13.38461539,10
213,32843,FL,M,546,283,256,344,322,10785,15,15
214,77439,WI,male,713,360,372,408,429,12547,11.3125,17
215,140457,NM,M,576,263,355,304,338,12326,6.04,10
216,70144,FL,F,585,459,393,445,427,8656,13.58333333,15
217,157947,CA,F,2022,441,534,496,569,21300,4.777777778,5
218,137680,Arizona,Female,786,220,264,274,318,11624,6.222222222,5
219,153708,CA,F,1406,431,536,453,556,21369,15,21
220,27217,GA,F,503,239,275,287,324,10308,20,15
221,1442,MO,F,1602,459,475,561,593,18855,18.42105263,24
222,38327,FL,M,736,274,276,311,316,11510,10.4,11
223,109287,LA,F,393,130,147,178,213,5559,4.363636364,5
224,77784,WI,F,987,430,469,476,521,18625,10,16
225,22098,NC,female,529,254,301,284,326,11595,2.439814815,2
226,156224,CA,M,4933,691,736,762,816,37073,26.5,30
227,169224,CA,F,1178,482,507,543,573,16952,15.57142857,36
228,146341,CA,M,2397,409,486,402,459,16946,9.9,20
229,102630,MO,M,651,336,415,395,459,15058,3.578947368,5
230,119362,TX,F,1711,400,806,566,810,33841,16,45
231,92962,CA,M,3663,749,777,784,818,27400,20,20
232,14420,SC,F,473,300,319,333,373,11482,8.666666667,10
233,157687,CA,F,4954,1106,1195,1086,1146,42857,7.444444444,15
234,145436,TX,M,775,494,465,489,467,14903,25,10
235,62795,IN,F,505,273,330,316,356,10974,20,20
236,80153,WI,male,416,247,297,292,340,11789,15,5
237,21107,NC,F,678,260,289,303,335,11906,8.777777778,7
238,164551,CA,F,1158,369,398,373,386,11592,4.090909091,3
239,53485,TN,F,861,248,314,278,328,16517,7,7
240,25331,SC,F,407,157,193,221,260,7762,16.66666667,22
241,189130,IL,M,1094,363,388,421,444,15967,20.83333333,51
242,190840,IL,M,485,297,309,329,340,10899,21.25,25
243,341,GA,F,517,327,375,389,416,12605,11,25
244,109240,LA,M,445,180,210,226,256,7560,6.321428571,7
245,6028,NE,M,2458,1178,1203,1095,1118,58088,13.58139535,15
246,169722,CA,F,1428,301,277,322,297,9201,25,20
247,91467,IL,F,693,407,399,390,386,11864,6.588235294,8
248,88537,IL,M,873,211,291,251,319,14513,3.173913044,5
249,162740,CA,F,2807,478,497,504,542,17103,12.75,14
250,123622,TX,M,351,241,278,283,304,9113,14,25
251,12370,CA,F,2067,489,534,540,583,19624,450,20
252,91453,IL,F,999,411,453,465,496,15934,18.71428571,21
253,42543,FL,M,419,218,243,277,305,9540,8.75,20
254,89768,IL,M,962,327,479,361,465,14486,5.111111111,11
255,139175,NM,F,542,220,252,272,298,9481,11.51351351,10
256,83559,OK,M,780,278,323,345,414,14360,14.14285714,10
257,113312,OK,F,1229,546,649,555,700,30054,5.214285714,5
258,117329,TX,F,928,408,452,444,452,17067,12.83333333,15
259,56674,KY,M,335,137,205,166,195,6927,6.666666667,15
260,40105,FL,F,700,228,277,309,326,13851,15,23
261,76914,IA,M,337,220,265,258,301,8147,9.714285714,15
262,7947,MI,M,557,279,337,321,372,12466,9.074074074,11
263,166350,CA,F,3333,690,871,759,913,37495,20.83333333,25
264,2151,CA,M,1126,243,261,275,285,8614,20.8,25
265,107298,NE,F,0,0,0,0,0,0,38,43
266,37762,FL,M,1987,403,524,567,633,29344,14,30
267,117383,TX,F,0,0,0,0,0,0,15,21
268,174375,OR,F,1093,315,431,386,483,15130,25,25
269,102742,MO,M,238,176,225,233,287,10253,6.636363636,9
270,53793,TN,F,966,517,528,547,569,18463,7.714285714,5
271,59070,KY,M,377,234,252,276,285,9657,10.25,10
272,107279,NE,F,825,417,459,453,503,16332,4,4
273,88886,IL,M,962,391,444,452,486,17404,35,40
274,190552,NM,M,1082,482,566,522,609,22454,10.08333333,7
275,148869,CA,M,2362,613,632,655,678,21179,13.375,15
276,146463,CA,U,2163,484,522,537,581,17262,4.833333333,5
277,85204,MN,M,359,168,258,203,269,9568,11.91666667,20
278,143782,CA,M,5854,927,1077,920,993,45167,28,25
279,17102,NC,female,685,271,314,339,396,13235,5.692307692,7
280,190157,NC,female,603,173,215,239,329,12562,9.857142857,15
281,93681,IL,M,682,322,359,297,336,8194,12.33333333,16
282,105741,KS,M,581,295,349,349,402,13925,17,20
283,98962,IL,F,380,229,277,299,351,11773,11.66666667,25
284,32552,FL,F,1229,469,502,507,544,17313,7.5,20
285,23465,SC,F,689,313,320,343,350,12601,12,15
286,155130,CA,M,1715,607,619,647,660,21473,4.8,4.5
287,15017,FL,F,762,254,355,327,411,17458,8.761904762,18
288,123438,TX,F,683,449,471,484,507,19552,6.8125,3
289,178796,WA,F,1648,395,488,480,542,22216,8.538461539,9
290,143790,CA,F,5907,1285,1340,1063,1144,91205,16,15
291,173737,HI,M,1473,327,324,395,382,12051,20.66666667,20
292,57017,FL,F,484,150,243,195,266,11909,20,20
293,131551,CO,M,645,214,308,251,313,14783,8.916666667,10
294,72796,MI,M,577,375,380,389,394,15853,9.571428571,15
295,178498,WA,male,1642,275,388,349,485,19679,11.83333333,15
296,77742,TX,F,1163,378,459,439,526,23408,5.4,5
297,21204,NC,female,675,305,373,365,427,16318,6.409090909,8
298,71146,MI,F,602,336,366,363,391,12418,9,10
299,161230,CA,F,746,346,352,363,368,10165,15.76470588,20
300,67712,MI,F,459,116,518,280,533,19070,27.42307692,100
301,178540,WA,F,922,232,298,298,361,13725,8.5,15
302,35306,FL,F,833,277,350,329,387,14317,12.25,25
303,14984,MN,M,1793,781,796,832,849,27481,14.28571429,15
304,53295,TN,F,470,235,292,275,318,8963,12.5,15
305,115398,OK,F,338,203,254,242,284,9618,5.076923077,5
306,24610,SC,M,420,225,253,249,285,9634,4.9,4
307,116993,TX,M,1576,388,418,528,579,24013,12.85714286,10
308,80800,WI,F,677,282,303,334,370,11541,8.428571429,8
309,72757,MI,F,559,344,361,378,403,13072,11,21
310,38642,FL,M,731,350,385,401,432,13977,15,10
311,179293,WA,male,1196,327,406,382,456,16530,10.46153846,10
312,79427,WI,F,718,410,443,425,462,14721,8.578947368,10
313,99813,MO,M,460,223,265,257,297,9579,11,20
314,368,CA,M,2257,485,541,488,523,17885,6.5,10
315,129200,CO,F,726,370,426,388,406,13631,9.2,14
316,171215,CA,M,1327,397,409,435,442,15850,11.33333333,17
317,41222,FL,M,956,348,344,412,417,13177,11.44444444,20
318,44410,FL,M,565,154,163,180,193,6724,6.909090909,8
319,175057,OR,M,987,361,440,400,485,18610,12.11111111,19
320,83959,MN,F,1138,545,613,602,672,23589,9.68,16
321,35877,FL,F,535,226,236,250,265,9934,4.285714286,5
322,96763,IL,F,427,71,141,121,253,6671,10.75,20
323,144691,CA,M,5806,778,871,830,896,50987,20,20
324,180805,WA,F,1413,306,329,397,435,18792,6.666666667,20
325,180050,WA,F,1180,333,385,414,464,20815,12.9,25
326,111592,AR,M,318,53,105,113,152,3748,17.45454546,16
327,66087,MI,F,554,414,424,432,445,15267,7.866666667,20
328,121554,TX,F,1900,404,582,498,664,34592,5.2,6
329,137429,Arizona,M,866,387,453,428,491,24381,25,25
330,127171,TX,F,1223,313,419,444,538,17822,9,15
331,167517,CA,F,2324,374,404,445,484,14229,10.6,25
332,14386,MO,F,2528,439,591,542,686,32768,24.77777778,10
333,184011,WA,F,1183,217,528,379,628,24703,37.5,25
334,121967,TX,M,655,318,315,328,324,8044,8.75,15
335,20194,NC,female,399,211,259,249,295,9617,6.2,10
336,84967,MN,M,418,190,290,244,403,13707,10.71428571,15
337,93684,IL,M,595,385,394,406,419,12802,8.875,11
338,92802,IL,M,0,0,0,0,0,0,11.33333333,10
339,24900,SC,F,548,289,327,340,388,11933,11.66666667,25
340,121926,TX,F,1125,227,287,246,279,15743,10.25,20
341,12003,CA,F,3626,749,785,795,838,30685,12.3125,20
