CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
128970,TX,F,893,443,527,2,17519,6,57,463,508,9.25,28,0,S1,14
172635,CA,M,644,191,272,3,9569,8,57,222,243,11.44444444,0,0,T3,16
106508,KS,F,440,219,288,0,10985,9,41,261,260,12,2,1401,T1,20
81067,WI,F,363,76,158,0,9086,2,67,127,115,15,0,0,C3,15
169106,California,F,1745,397,521,20,18427,9,80,512,485,8,2,4501,T2,5
106898,NE,F,672,302,449,0,14981,2,58,416,348,6.631578947,0,3801,S2,5
24747,SC,F,1419,661,741,16,23212,4,26,697,700,9,0,4405,S1,15
144906,California,U,3781,494,606,95,22770,10,46,609,543,20,1,2501,U1,20
40516,FL,F,1938,483,807,48,47363,2,4,787,629,12.33333333,0,1509,C1,21
172530,California,F,1495,323,351,22,14923,4,57,334,348,5.714285714,0,3601,T1,7
72438,MI,M,561,351,373,0,13150,1,89,353,368,8.75,1,1701,T2,10
144076,California,M,5980,1500,1217,99,94863,27,41,1500,1124,38.75,1,1201,S1,50
130609,CO,M,1412,499,606,14,24758,3,46,601,538,12,1,1404,S1,16
43974,FL,M,1869,452,640,44,29990,6,9,542,553,3.818181818,2,4601,S2,5
32709,FL,F,556,229,280,0,12960,4,39,272,258,13.25,0,5601,C2,15
187298,SC,,1015,478,533,0,17763,14,40,500,516,7,0,0,S1,10
50905,TN,F,736,331,432,1,16926,1,61,390,379,8.666666667,28,2301,S2,16
55552,MS,M,363,156,244,0,7079,0,91,193,214,8.4,2,3203,R3,20
28550,GA,F,803,423,508,0,19029,9,51,512,467,11.66666667,28,5204,S2,15
158460,California,F,1818,258,350,28,10324,35,36,316,299,13.7,0,2910,U3,15
56449,KY,F,640,381,450,0,15499,0,82,414,403,6.928571429,0,0,R2,5
133315,WA,F,698,355,416,1,13184,1,34,377,393,8.5,0,3603,T2,10
164251,California,F,1449,378,470,4,16190,6,46,439,395,15,0,4001,S2,5
149626,NV,,1557,290,361,17,13837,5,6,311,342,10.5,0,0,S1,10
123805,TX,F,518,223,302,1,10041,4,70,256,273,4.583333333,2,2801,R2,7
156077,California,F,1180,232,307,9,7582,20,40,248,277,9.666666667,0,5601,T2,15
183858,WA,male,511,268,354,0,12388,2,56,309,317,16,1,4801,R2,25
164217,California,M,2869,630,745,74,24945,6,46,668,686,14.16666667,0,4011,T1,25
169973,California,F,1514,325,517,17,18572,3,53,451,439,11.4,2,4001,R1,15
15066,NC,female,444,260,341,0,11387,0,87,296,288,8.958333333,2,4601,R3,10
64467,IN,F,444,270,364,0,13896,1,39,318,310,12.69230769,0,4801,R2,12
133814,ID,M,654,250,366,3,13433,2,32,306,312,18.71428571,2,2412,T2,25
31852,FL,F,985,480,506,0,15195,3,25,495,487,15.2,0,4802,S1,26
82610,MN,J,280,249,304,0,10337,0,86,282,277,3.6,0,2308,S2,5
34319,FL,M,714,390,507,0,18391,5,30,465,437,50,0,3001,C1,25
152527,California,F,1854,289,402,37,11567,9,50,377,339,23,28,4501,C2,23
178290,WA,male,0,0,0,0,0,0,0,0,0,5.375,1,0,S1,6
153818,California,F,2780,574,677,86,29871,5,14,587,653,9.828571429,0,0,S1,10
152641,California,F,1538,319,351,1,11046,11,43,305,349,30,0,0,S3,50
161691,California,F,1528,327,391,8,13190,17,51,358,370,19.16666667,0,3401,C2,25
8404,TX,U,605,272,364,1,10897,5,73,313,335,37.2,0,1501,R2,10
88119,IL,F,1165,391,533,0,22667,3,82,518,454,7,28,3001,S1,10
122167,TX,F,439,255,294,0,9346,33,49,262,303,12.4,0,0,C2,10
106639,NE,F,681,387,477,0,13753,1,47,422,428,15,0,2001,S1,15
153450,California,,1865,256,362,44,16069,13,36,295,317,24.5,0,0,U3,47
120107,TX,M,225,157,263,0,8947,1,81,204,217,18.08333333,1,1803,R3,26
72617,MI,M,258,216,274,0,8231,0,65,244,245,5.454545455,2,0,R3,9
155541,California,M,2236,546,620,59,19923,9,57,563,612,9.785714286,0,3410,T1,10
77107,WI,male,1438,619,801,19,30386,6,67,691,744,11.7,0,4306,S1,14
186016,TN,M,403,209,244,0,9078,0,79,223,213,8.619047619,1,0,R2,10
152053,California,F,3071,626,746,76,24844,3,51,694,704,12.53333333,2,5305,S1,25
12880,FL,M,1442,369,488,32,26462,7,4,394,445,7.846153846,1,1401,C1,10
16099,NC,female,660,282,335,1,10743,0,81,291,327,5.5,0,2701,R2,12
166337,California,M,5813,1221,1191,98,60492,8,52,1302,1077,15,1002,5401,S1,15
142495,California,F,2250,340,444,60,19170,35,28,375,379,11.4,28,0,U1,21
66891,MI,U,1115,512,619,4,20171,3,64,582,517,3.857142857,0,0,S1,5
118673,TX,F,761,321,354,2,12145,2,76,347,351,10.81818182,0,0,R2,10
168389,California,F,2930,372,491,91,24747,19,49,454,456,15,28,0,U1,20
14982,California,F,3370,342,401,94,15765,22,40,346,356,16.06666667,0,0,U1,15
185925,MN,M,966,418,569,3,22845,7,58,463,479,7.363636364,1,4701,C1,10
144393,California,F,2024,352,427,51,11885,24,43,400,392,8.631578947,0,1909,U2,15
4907,MT,female,553,238,323,0,12885,2,56,381,270,13.65909091,2,0,C2,22
99298,MO,M,703,314,376,0,12799,0,78,357,350,16.5,1,4001,S2,32
187532,FL,M,1286,500,551,9,19082,14,8,502,542,15,1,0,T1,15
119496,TX,F,758,390,461,4,14397,4,56,397,448,7.857142857,0,0,S1,5
169919,California,F,657,169,254,2,9583,3,59,216,220,8.666666667,0,4801,T2,20
106963,NE,M,581,315,411,0,16473,1,57,368,378,10.85714286,1,6102,S2,15
145838,California,U,2019,406,512,52,12623,29,39,423,478,20,0,0,S1,8
150624,California,M,1247,321,385,8,10994,22,48,358,357,7.376458333,1,0,S2,8
182144,FL,F,559,229,278,0,8359,1,44,277,244,7.136363636,0,5208,S2,7
135449,AZ,M,687,369,403,0,9781,6,37,375,390,7.181818182,1,4801,S2,10
49743,AL,Male,582,217,375,2,12588,1,59,363,275,16,1,1901,T2,22
65500,MI,M,690,419,490,0,15715,1,19,451,468,12.33333333,1,7001,S1,15
172420,California,F,988,169,344,9,9190,5,67,246,247,6.25,0,6601,C2,6
7494,California,F,1500,282,382,4,13859,10,42,353,332,5.24,0,2301,C2,6
149498,California,J,5742,1289,1119,99,64190,27,35,1369,1085,21.66666667,4002,3803,S1,20
169780,California,,1650,219,319,18,12994,18,56,225,304,12.5,0,0,C2,10
70944,MI,F,357,205,303,0,9192,3,81,268,260,20,0,7501,T2,20
117230,TX,M,406,186,203,0,8797,8,67,226,183,5.7,1,801,C3,11
50427,TN,F,871,464,539,0,18279,3,47,501,503,9.1,28,5406,T2,15
43998,FL,M,768,256,385,4,13696,6,22,310,323,16.75,1,2108,C2,22
71255,MI,M,458,231,323,0,12539,4,86,241,308,12.16666667,2,1511,T1,13
63308,IN,M,485,344,422,0,17697,0,76,382,402,8,1,2301,C2,10
82196,MN,F,405,212,309,0,9715,1,81,267,261,5.923076923,0,2001,R2,5
114820,MO,F,459,240,299,1,9637,1,71,253,272,6.294117647,28,0,T2,10
176781,OR,M,811,324,463,4,16399,5,38,394,395,8.75,0,3101,C1,10
20438,NC,M,509,248,282,0,9114,4,38,254,288,7.142857143,1,2601,T2,10
91879,IL,F,1030,375,585,0,17204,5,65,553,473,12,0,0,S2,20
92443,IL,F,881,392,437,0,14377,3,90,393,414,6.153846154,2,0,S2,10
168189,California,M,2794,637,678,93,23035,11,54,630,671,8,1,5001,U1,15
148998,California,,3233,684,781,95,26104,8,50,753,714,16.81818182,1,4709,C1,25
186292,California,M,931,155,222,9,7968,20,46,192,180,5.571428571,1,509,C2,10
75180,IA,F,529,317,326,0,12494,3,76,340,319,10.5,28,4409,C2,15
88596,IL,F,1897,406,664,44,26951,15,67,519,476,10,28,912,U1,14
155266,California,F,641,123,279,3,8046,37,38,168,236,9.462962963,0,0,C3,11
13622,FL,M,715,247,342,2,15360,4,11,283,317,14.86666667,0,3201,S2,10
189853,MS,female,440,205,280,0,8314,0,63,238,249,7.166666667,1002,4306,0,8
175708,OR,M,532,436,428,0,12734,0,42,436,486,25,1,4201,S2,30
182243,WA,F,876,335,481,18,15179,6,31,409,426,8.3,0,3605,S2,10
171566,California,M,1175,272,396,7,12987,4,68,318,376,10.25,1,2201,T2,15
156266,California,F,3921,413,583,87,21648,10,55,410,575,13.57142857,0,3701,R1,20
41604,FL,F,919,413,532,0,17653,14,26,538,446,8.307692308,0,2401,S1,10
187678,NY,F,625,266,330,0,10031,2,68,276,316,5.222222222,0,0,S2,5
42165,FL,M,734,310,399,1,12868,3,45,348,365,16.5,0,0,T2,10
24507,SC,M,468,228,326,0,10910,1,84,300,278,21.5,1,3411,R2,25
44657,FL,M,583,302,362,0,13351,9,32,317,343,4,1002,4201,T2,5
10554,IL,M,314,206,280,0,10245,0,90,224,236,13.33333333,2,0,R3,20
33192,FL,F,671,341,385,0,12982,2,39,354,363,6.25,0,3501,C2,10
76470,IA,M,550,288,349,0,13538,1,82,344,303,9.642857143,1002,3307,T2,10
67075,MI,F,609,410,540,0,23275,1,72,551,490,13.23076923,2,4601,S2,18
169827,California,F,1650,397,479,19,15002,14,60,404,477,15,0,4801,S2,21
38734,FL,F,1979,350,738,50,42356,22,6,640,526,16,0,709,C1,26
65245,MI,F,473,302,409,0,13445,8,82,364,319,10.83333333,2,3101,U3,10
186396,AL,Male,679,277,347,0,13133,4,50,295,317,13.14285714,0,4311,T2,20
54160,TN,F,475,226,261,0,8709,0,73,260,241,15,0,2801,R3,10
178826,CO,,872,418,482,1,15287,5,40,424,458,10.83333333,0,5102,S1,20
7507,IL,M,1075,366,455,0,14394,1,90,449,373,10.10526316,1,2504,S2,10
4150,MO,F,580,310,374,0,12273,2,75,322,347,10.75,0,4412,C2,14
120041,TX,F,442,252,390,0,12929,2,69,341,325,6.285714286,2,5901,T2,8
51486,TN,M,325,119,210,0,8856,2,78,133,188,6.363636364,2,2805,C3,6
173348,California,M,1276,423,521,7,17032,5,51,524,497,5.5,28,2701,T2,8
74669,MI,F,438,267,314,0,10329,1,75,302,287,12.25,0,0,R2,20
64430,IN,F,386,258,358,1,12513,0,75,301,313,11.66666667,0,0,R2,13
156485,California,F,2433,403,502,86,18284,18,41,459,449,6.266666667,0,4101,U1,10
39935,FL,M,1464,305,472,7,22648,11,13,413,377,4,0,6001,C3,4
50187,TN,U,1052,482,541,9,20492,1,44,499,516,20,0,0,C1,20
26254,GA,F,998,488,602,21,29540,5,51,550,581,6.25,0,6801,C1,10
30433,GA,F,821,390,526,1,19734,2,58,475,425,17.1875,28,2201,C1,15
189373,California,F,2300,311,375,68,16133,27,42,345,350,5.533333333,0,1804,U2,15
91756,IL,M,1852,550,614,34,17690,7,86,561,602,7.368421053,2,5810,T1,7
182279,WA,F,663,205,277,0,10959,12,41,220,234,13.24,0,6201,C3,20
122465,TX,F,2056,906,957,52,29903,4,28,924,931,7.2,0,4501,C1,8
24666,SC,M,916,416,468,2,14496,1,72,435,444,10.9,1,5201,T2,15
19664,NC,M,2282,908,980,62,42236,12,34,945,938,18,1,2301,S1,10
162228,California,F,2883,501,649,89,34012,25,28,532,588,13.33333333,0,0,U1,25
76578,IA,M,637,379,407,0,12275,1,75,425,355,8.615384615,1,5602,C2,9
52740,TN,F,273,138,163,0,7089,0,75,150,152,7.604651163,0,1604,C3,8
159174,California,F,1709,368,454,13,14118,23,48,422,408,7.176470588,0,1504,C2,10
156903,California,M,2307,477,499,83,14345,13,58,478,490,3.214285714,1,3901,U2,3
177926,OR,M,691,263,360,2,12166,2,50,308,327,9.866666667,1,2604,R2,15
142057,NV,,2479,409,557,63,23023,7,10,456,500,11.6,0,904,T1,15
175637,OR,M,858,502,574,7,20867,6,52,505,555,15,1,4501,S1,20
32096,FL,M,351,205,254,0,8456,1,76,225,238,13,1,4501,R3,16
26946,GA,F,1672,722,770,17,29286,6,31,732,765,23,0,7001,0,30
160863,California,J,1069,267,369,0,11849,11,59,320,318,8.222222222,1002,0,C2,10
57162,KY,F,463,249,298,0,11621,1,88,265,308,11.5,0,5501,T2,20
12220,TN,M,470,245,348,0,12519,0,73,273,314,6.555555556,0,5301,T2,5
170563,California,F,1248,289,379,1,17282,6,47,348,346,7.5,0,3201,U3,5
79389,WI,male,492,316,339,0,12451,1,80,349,304,10.14285714,0,3101,T2,11
180752,WA,male,2800,368,528,62,25386,9,34,438,500,6.166666667,1,3901,C1,8
82701,MN,F,994,437,540,11,18133,4,72,488,491,10,2,6001,S1,25
158506,California,F,1654,159,313,20,8018,32,44,203,266,10,28,5201,U3,15
84708,MN,F,653,327,395,0,13079,0,25,364,350,17,28,3801,T2,25
103543,MO,M,402,162,241,0,9434,0,65,192,210,9.214285714,1,1908,R3,11
164175,California,F,1914,351,437,46,18951,6,51,399,392,9.090909091,2,0,R2,15
145120,California,F,5619,572,995,97,43978,6,33,942,649,12.54545455,28,3707,U1,10
55358,MS,female,426,139,156,2,4437,1,94,130,169,15.83333333,0,4808,C3,30
26665,GA,M,670,268,383,3,13147,1,76,321,336,7.375,1,0,T3,30
42279,FL,F,400,216,279,1,9840,4,36,242,247,5.6,28,3301,T3,5
148354,California,,2206,574,562,72,12225,39,40,567,583,8.428571429,0,0,S1,8
123822,TN,F,535,269,375,1,14661,1,72,318,328,7.6,0,0,S1,10
22038,NC,M,444,222,291,1,10074,1,73,259,259,9.95,1,4401,R3,10
185024,MN,F,476,202,304,0,10581,2,80,274,236,23.85294118,0,605,R2,8
129600,CO,F,593,256,399,0,37734,7,55,298,336,13,0,3705,U4,20
107613,California,M,2238,580,605,75,18247,9,50,602,587,3.25,0,0,R2,7
165302,California,,2811,524,645,72,23861,8,60,577,599,11.08333333,0,2207,C1,20
152990,California,F,1775,445,469,14,15256,13,46,443,490,10,0,6101,C2,20
88766,IL,M,2549,715,839,69,28878,15,70,757,786,11,1,4709,S1,15
4522,California,M,2356,523,615,83,21871,8,49,560,560,16.09090909,1,1402,S1,20
32350,FL,M,913,256,338,5,14424,7,16,289,309,13,0,1809,R1,20
74774,AR,M,500,245,314,3,12271,1,81,308,304,15,0,0,C1,21
67475,MI,F,687,111,172,0,6615,7,65,90,171,5.222222222,28,6201,C3,5
104267,KS,M,284,231,299,0,9838,0,83,258,269,4.4375,0,0,R2,5
131031,CO,F,678,155,306,0,8675,3,34,242,196,8.105263158,2,604,C2,18
158058,California,M,1685,430,540,16,15765,19,33,479,449,7.611111111,0,4307,U3,5
181755,WA,F,1461,313,464,20,20659,7,31,342,411,5,2,0,C1,5
181412,WA,male,538,227,308,1,10590,1,61,252,278,5,1,3301,R2,5
185602,WI,F,400,232,315,0,10504,1,86,279,264,9.533333333,28,0,R2,10
23603,SC,M,824,348,400,0,14663,2,40,371,365,12.5,1,5801,S2,25
112943,OK,F,855,345,560,10,17869,2,64,384,508,8.729166667,2,3601,T1,12
44853,FL,M,578,246,323,0,14121,3,13,323,275,10.64285714,1,2912,C3,12
83094,MN,F,699,246,319,0,11020,1,81,254,304,13.6,0,1211,T2,20
148166,California,F,5372,673,892,97,44570,16,42,845,801,18.75,0,0,S1,20
101113,MO,F,839,456,485,2,14713,1,65,465,475,9.625,0,5801,C2,10
101889,MO,F,662,424,456,0,13377,0,79,436,444,13.5,0,5111,S2,16
58808,KY,F,575,228,327,1,12600,0,72,299,261,10.5,0,1401,T2,10
85498,MN,F,281,176,235,0,7683,0,86,207,208,5.909090909,0,0,R3,10
153864,California,F,3370,763,871,88,32072,16,33,824,824,9.888888889,0,5201,S1,20
145496,California,M,2803,555,620,88,17655,15,52,616,546,12.2,1,5111,U1,22
27566,GA,M,601,249,306,1,11235,4,67,274,286,15,0,0,C3,30
38031,FL,M,828,401,451,0,13716,31,31,396,451,12.5,1,5801,S2,10
130756,CO,,2408,906,961,65,42897,5,25,952,924,15,0,4701,T1,20
87281,MT,,445,192,275,0,9747,1,57,242,244,7.3,0,0,R2,8
16863,NC,female,951,307,487,11,17187,6,39,427,370,15,2,3301,C1,50
20065,NC,,722,327,371,0,13168,6,25,325,374,20.85714286,28,5301,T2,40
142554,California,M,1811,350,466,33,18591,12,52,405,440,13.75,0,1601,U2,15
10789,MN,F,534,284,351,0,11303,2,83,321,308,5.290322581,2,2309,R2,3
64224,IN,F,866,443,472,3,10484,1,57,453,454,12.83333333,0,3811,T1,20
6695,IL,M,471,299,347,0,14658,0,87,334,303,5.647058824,0,6609,C2,6
139799,NM,F,987,405,599,4,20940,8,42,544,490,25,0,5301,T1,25
1254,TX,M,1102,613,676,0,20557,4,46,639,648,25,1,4801,S1,30
1549,California,M,5863,1500,1150,98,174523,20,40,1500,1146,50,0,1604,S1,50
2159,SD,F,198,193,256,0,8898,1,48,211,237,9.266666667,2,1901,R2,9
80903,WI,male,658,305,376,3,13284,0,74,318,353,6.318181818,1002,6206,T1,15
186731,FL,F,512,175,236,0,12221,14,11,198,208,11.125,28,3407,0,15
67342,MI,M,886,367,497,9,17984,6,74,458,433,11.28571429,1,1312,S2,30
30366,OK,M,1429,724,813,12,34070,4,48,759,755,5.1875,2,3601,C1,6
64441,IN,M,386,258,358,1,12513,0,75,301,313,5.428571429,1,5401,R3,10
175155,OR,F,740,211,312,3,12165,3,46,259,257,10,28,4801,R2,21
82015,WI,F,543,306,337,0,11140,0,94,314,321,10.91666667,2,2812,R2,18
170912,California,M,1896,502,555,45,17405,6,56,511,548,15,0,4401,S1,20
183055,WA,F,876,337,439,3,15017,4,37,353,403,7.875,2,3704,S2,10
134032,UT,F,575,305,368,0,9906,1,80,349,326,15,2,0,R2,10
186573,WI,F,900,488,563,2,18369,1,84,524,537,7.692307692,0,0,T2,3
37299,FL,F,1171,272,383,4,14539,17,15,323,329,9.888888889,2,5502,C2,15
165746,California,M,1429,492,508,1,14106,15,48,497,507,4.75,0,703,C2,10
189520,California,M,4143,617,755,97,25985,9,59,690,704,13.72727273,1,1902,S1,20
26579,GA,F,858,388,494,7,19457,0,75,418,429,7.785714286,0,4301,T2,10
109583,LA,F,582,301,354,1,11139,0,80,325,321,4,0,4501,T2,5
40341,FL,F,902,410,461,4,15332,13,28,413,460,10,2,2401,S2,15
111615,AR,Female,356,229,225,0,8075,0,85,236,219,12.33333333,0,5306,C3,25
93397,IL,F,582,288,279,0,8165,0,75,288,286,20,0,0,U3,20
5881,California,M,2469,340,522,71,23188,5,54,411,475,13.25,1,1701,U1,12
93184,IL,F,0,315,581,0,34143,5,46,423,417,5.4375,0,1708,U1,10
9946,IL,F,1107,428,497,0,15788,4,80,476,432,7.764705882,2,2605,U2,5
46671,AL,Male,746,366,433,1,13901,1,73,409,399,9.818181818,0,5701,T1,10
172750,California,M,967,300,412,11,13399,6,58,348,342,18.66666667,1,5401,C2,25
22264,NC,M,1250,319,540,8,25660,3,33,411,429,22.5,1,3001,C1,10
56479,KY,F,139,63,137,0,5159,0,77,106,92,3.3125,2,2601,U4,4
164372,California,M,1861,402,527,38,22794,12,49,499,461,14,1,5501,S1,25
5140,California,M,3247,653,732,94,24693,5,63,666,722,6.147058824,1,2201,S1,7
32198,FL,F,1146,384,504,20,24850,10,9,435,447,7.5,0,4401,C1,9
113607,OK,F,415,212,325,1,11659,1,71,262,281,9.333333333,0,0,T2,15
19499,NC,female,854,382,419,3,14002,3,52,407,406,22.5,0,0,C1,20
73028,MI,M,496,301,372,0,11714,2,84,317,351,8.833333333,1,4704,R2,9
35553,FL,F,726,302,363,0,12484,5,33,334,326,10.66666667,2,0,S2,20
35463,FL,M,1028,394,584,19,25787,3,31,493,483,20,0,3701,C1,30
91591,IL,M,1464,256,457,23,22015,9,84,413,294,9.857142857,1,0,C1,10
109099,LA,F,719,313,391,2,12333,0,84,337,373,6.428571429,0,5701,T2,6
174182,HI,F,3063,337,506,78,21051,22,41,429,418,20,0,3201,U1,20
183722,WA,F,684,280,355,1,11763,2,57,311,326,12.2,0,4808,R2,20
98374,IL,F,376,268,344,0,11979,0,86,339,304,6.217391304,0,2008,C2,15
126681,TX,F,927,386,484,5,16777,2,57,417,448,9.733333333,28,3911,R2,15
147936,California,M,3511,373,491,92,23187,44,25,452,421,5.466666667,1,901,U1,5
152133,California,F,1185,354,383,0,11061,16,48,373,369,21.66666667,28,0,S3,5
57929,KY,F,453,215,302,1,9722,0,82,260,266,8.307692308,2,3503,R3,10
15697,NC,U,535,283,336,1,12206,3,77,307,306,14,0,0,R2,20
92814,IL,F,747,458,503,0,14965,13,63,489,475,10,0,6401,U1,25
98282,IL,M,439,362,404,0,13570,1,89,388,371,10.6,0,3505,R2,15
27798,GA,F,935,419,541,8,16922,1,61,439,510,11.21428571,0,4301,T2,10
45503,FL,M,616,212,282,1,11912,5,16,234,248,5.133333333,1,3709,C3,5
6006,CO,F,947,300,469,3,17986,2,43,360,342,85,0,1602,C1,100
138182,AZ,Female,572,204,253,1,10858,7,36,242,238,6,28,2911,C2,5
144714,California,F,5014,756,770,98,31694,6,55,664,765,13,0,0,S1,16
10001,IL,M,675,278,409,0,22221,0,65,298,341,11.22222222,1,5508,C1,16
157860,California,M,3663,749,818,87,27400,14,52,777,784,4.285714286,1002,5701,S1,4
58351,KY,M,269,224,284,0,8172,0,77,256,250,7.75,1,2801,R3,9
97552,IL,F,226,183,263,0,8763,1,54,288,228,14,0,2801,C3,50
85920,SD,M,278,199,270,0,9994,1,80,244,238,9.777777778,1,0,0,20
29401,GA,M,471,282,298,0,9015,1,77,307,273,10.33333333,1,3410,T2,15
12715,AL,Male,604,314,327,0,16211,0,68,337,304,15,1,1201,C1,15
90031,IL,F,1219,417,540,2,21371,11,71,472,494,3.722222222,2,1601,C1,3
55442,MS,M,382,142,240,0,9374,1,89,181,205,9.166666667,0,2504,R3,25
105984,KS,F,1699,462,787,35,35636,6,47,657,581,12.16666667,0,5711,S1,10
188035,AZ,,1165,489,539,9,19234,6,18,514,519,11.5,1,0,S1,23
101665,MO,F,803,413,473,0,15002,1,58,429,447,4.069767442,0,7308,T2,5
70774,MI,F,394,229,308,0,9859,0,92,293,264,3.7,2,5601,R2,4
23263,SC,F,490,328,373,0,11313,2,76,341,336,19.6,0,3304,R2,30
166475,California,U,949,264,411,1,12784,10,52,371,321,12.5,0,4201,C1,10
83042,MN,M,849,344,428,0,12940,1,77,368,398,17.85714286,1,4005,T2,10
149970,California,F,1372,385,449,8,13902,15,58,419,421,15,0,0,S2,15
13863,TX,F,358,307,379,0,12507,2,78,325,342,6.933333333,0,3001,R2,6
64074,IN,F,325,144,190,0,4578,0,68,231,178,15,0,0,C3,10
42096,FL,F,355,208,244,0,9881,5,34,224,229,20,0,0,C3,20
169188,California,F,713,176,321,3,11467,1,68,259,267,7,2,0,R2,10
18609,NC,female,1208,439,587,20,19955,2,60,494,516,14,0,4901,T1,10
109536,LA,M,550,294,319,1,9540,0,71,313,303,7.291666667,1,3401,T2,7
9348,OK,M,450,378,432,0,15711,0,57,391,391,11.68181818,0,1401,T1,10
136790,AZ,M,1460,629,663,10,21821,6,29,633,659,4,0,2001,S1,5
71332,MI,M,478,316,374,0,11298,0,92,337,352,7.3125,2,3601,R2,7
135430,AZ,Female,1165,489,539,9,19234,6,18,514,519,12.14285714,2,3408,S1,25
124484,TX,F,846,330,513,5,16752,5,64,459,399,8.25,0,0,T1,8
184098,WA,F,694,319,362,0,11517,9,54,321,342,7.666666667,0,0,C3,9
144850,California,F,4183,631,738,97,29875,39,21,704,671,5.428571429,0,4301,0,5
188519,IN,F,744,396,492,0,15863,2,68,457,432,8,28,2401,S1,5
164367,California,F,875,280,398,0,18252,4,38,330,326,11.75,28,0,S1,20
75992,IA,F,354,222,269,0,9579,2,65,248,253,7.8,28,5601,S3,8
34957,FL,F,1675,336,568,36,25558,10,19,505,441,20,28,2401,C1,10
110094,LA,F,421,194,247,0,7421,0,85,233,202,10,2,5305,C3,18
121590,TX,F,782,524,545,0,14635,29,35,469,565,10.73684211,0,6410,U1,10
140652,NM,F,574,212,300,2,10315,2,56,268,256,20,0,3101,R2,20
134319,UT,F,742,246,393,0,14377,1,56,361,287,12,0,0,S1,13
27921,GA,F,1067,481,580,5,17607,5,33,529,534,11.25,0,0,T1,14
29373,GA,F,860,468,507,0,15986,1,65,490,464,14.88888889,0,5401,T1,20
130684,AL,,1175,586,662,8,22215,4,38,619,626,4.5,980,0,T1,6
190920,California,M,916,242,369,5,10719,19,51,321,293,22,1,0,S2,20
187259,California,F,4259,435,661,95,31730,16,34,498,573,15,0,0,S1,15
45666,FL,F,566,218,272,0,11438,9,8,242,249,5.6,28,4001,C3,5
21335,NC,M,525,333,399,1,12885,0,86,346,364,6.923076923,2,0,T2,10
160424,California,M,1582,299,359,21,12976,12,58,335,330,14.25,1,3201,T2,20
2194,FL,M,1006,282,452,6,19466,5,21,398,383,4.066666667,0,6008,0,4
53151,TN,M,345,159,277,0,9775,0,85,197,233,20,0,0,R3,40
126069,TX,F,362,204,262,0,7285,2,94,216,246,5.08,2,903,R2,5
176292,OR,M,431,213,266,0,10611,2,53,260,242,9,1,0,C3,25
151518,California,F,2457,381,531,69,17557,5,52,445,472,12.5,0,4401,T2,15
173872,HI,F,2789,463,551,82,22012,8,54,488,524,15,28,0,S1,15
117726,TX,F,385,185,348,1,11857,2,83,231,288,8.666666667,0,0,R3,10
18948,NC,J,1136,505,579,6,19283,0,65,512,553,13.4,0,5601,S1,17
7330,IL,F,623,255,285,3,11108,7,77,294,283,4.416666667,2,2007,T2,6
160576,California,M,5470,661,778,98,35092,15,47,664,781,9.75,1002,4012,T1,15
72190,MI,M,673,354,438,0,14995,4,79,394,406,5.739130435,2,1312,T1,13
13292,KY,F,582,254,364,0,12981,0,75,359,297,6.357142857,0,0,T2,10
13551,California,F,4392,516,549,98,21857,11,57,539,509,28.92307692,0,6201,0,10
170935,California,F,1468,365,371,18,13469,4,68,363,361,10.66666667,0,0,R2,10
126888,TX,M,764,320,406,1,11242,1,77,363,377,20,1,5601,T2,20
170215,California,F,1274,405,439,9,12537,9,67,462,404,4.454545455,0,2001,T2,8
168574,California,M,1749,234,327,21,14571,15,49,281,291,27.5,1,0,U3,100
90482,IL,M,1509,545,680,19,23170,7,75,617,599,11.125,1,5003,C1,20
18896,NC,M,816,357,458,5,17434,0,76,384,413,11.6,1002,3501,T2,20
161335,California,F,905,223,263,3,8614,6,57,241,244,6.111111111,0,2601,R2,13.92
82141,MN,F,1027,444,475,0,14926,1,69,451,475,8.5,2,3801,S2,10
187659,TN,F,871,464,539,0,18279,3,47,501,503,9,0,0,T2,15
143523,California,F,2833,207,278,77,15398,60,12,172,282,3.705882353,0,1901,U2,3
64442,IN,M,428,240,324,0,10020,0,78,319,268,8,1,5201,R2,8
151902,California,M,1088,278,380,19,15011,18,35,308,335,7.285714286,1,5001,C2,10
140027,NM,F,1304,205,330,19,19336,4,24,222,288,17.09090909,0,0,T2,25
147636,California,M,1859,420,461,34,12512,22,41,407,465,4.272727273,1,1601,S2,11
85010,MN,M,595,339,386,0,11471,0,84,363,363,5.954545455,1,4406,T2,9
12454,IL,M,3017,740,985,90,62084,12,70,962,867,9,1,0,S1,15
118166,TX,F,396,195,287,1,9318,3,82,249,246,13.33333333,0,0,R2,10
64165,AZ,Female,594,155,228,0,7939,9,42,186,206,7.8,0,6401,T2,20
191663,OR,M,538,121,222,0,9299,6,31,173,169,9.307692308,2,2708,S1,10
111021,AR,Female,332,170,269,0,8725,1,57,222,233,12.5,0,0,R3,10
169280,California,F,1875,68,138,0,9127,0,6,138,96,8.333333333,0,7001,S2,10
138590,Arizona,feamale,1094,463,543,5,16974,2,30,486,517,12,0,5307,S1,30
123386,TX,M,386,213,327,0,10988,9,68,287,275,17.4,1,4201,R2,22
